N,P,K,temperature,humidity,ph,rainfall,label
19,75,20,26.432813,67.136074,6.294272,46.376255,lentil
36,65,24,21.783227,61.427856,6.639926,54.034048,lentil
22,76,23,20.252798,60.832577,7.27666,41.230246,lentil
34,18,39,23.445366,88.823633,6.253316,105.642857,pomegranate
24,20,43,20.532378,90.242547,6.640236,104.041592,pomegranate
21,28,42,22.040307,91.477201,5.549809,109.271544,pomegranate
27,20,38,18.570317,86.933392,7.116266,106.130493,pomegranate
26,11,35,23.02027,90.380947,6.3648,103.646868,pomegranate
33,13,36,21.224985,87.862799,5.920687,109.678565,pomegranate
31,26,39,18.511596,87.736664,7.166009,108.943879,pomegranate
32,10,40,18.262701,90.692302,7.06531,114.526287,pomegranate
28,19,44,22.715269,85.648993,6.291733,103.603675,pomegranate
26,19,40,20.497393,86.642704,6.356323,112.453043,pomegranate
31,16,44,24.385453,87.093484,5.56701,111.119631,pomegranate
35,29,43,22.203743,90.300523,5.54733,103.699847,pomegranate
26,22,40,23.198452,87.797669,6.460419,101.322134,pomegranate
25,25,41,24.934499,87.778911,6.346922,104.942956,pomegranate
26,27,41,24.177088,87.035111,6.984714,100.896434,pomegranate
37,16,38,21.58462,94.406902,5.581228,105.283465,pomegranate
36,17,36,20.973559,88.855525,7.056208,111.429016,pomegranate
27,29,39,18.407665,87.622743,6.24132,102.353539,pomegranate
38,25,37,22.135632,92.214492,7.100174,113.22453,pomegranate
27,25,40,21.868927,86.14742,5.714434,107.943004,pomegranate
21,10,42,18.227406,90.952768,6.416629,114.53222,pomegranate
27,11,40,23.887673,94.968493,6.231583,104.804481,pomegranate
37,13,41,20.840001,85.410824,6.09039,103.978428,pomegranate
32,28,37,23.680262,85.553598,6.414806,101.058251,pomegranate
38,25,41,23.767275,91.475198,7.147205,110.709369,pomegranate
38,20,36,21.697244,86.268728,6.507239,107.237396,pomegranate
30,10,36,21.439313,94.505036,6.152135,106.36558,pomegranate
32,22,37,20.875715,87.176998,7.142236,101.959516,pomegranate
24,10,37,23.463298,87.011752,5.636108,107.116798,pomegranate
15,11,43,23.400313,94.151388,6.952676,110.247633,pomegranate
16,25,43,23.593575,90.08479,5.895933,112.67995,pomegranate
33,29,36,19.579652,87.117981,6.847318,102.803609,pomegranate
16,29,35,23.846708,88.653668,6.930746,108.319307,pomegranate
37,28,35,18.527885,87.503587,6.637836,113.324083,pomegranate
26,22,36,23.634768,94.673281,5.956618,107.422389,pomegranate
17,21,40,19.011055,89.420662,6.067978,107.827463,pomegranate
29,10,42,22.9911,88.662864,5.589991,111.323988,pomegranate
38,14,38,19.28669,90.769361,5.76323,105.342909,pomegranate
32,21,38,20.941747,90.621109,5.50997,101.177648,pomegranate
37,11,42,24.440267,87.706836,6.129835,108.533821,pomegranate
37,28,42,18.606338,91.691542,6.197516,107.060515,pomegranate
16,13,42,21.177712,88.016622,6.152832,112.815993,pomegranate
33,15,36,19.763988,94.207565,6.488701,108.002203,pomegranate
29,17,43,21.663004,86.167479,5.719411,108.052887,pomegranate
38,16,43,23.348669,87.478124,5.561779,101.527709,pomegranate
33,13,38,21.511894,92.254682,5.692493,106.095496,pomegranate
27,20,43,19.201747,93.078315,6.677893,108.338062,pomegranate
32,18,36,22.660357,90.246723,6.586937,105.069982,pomegranate
37,21,35,21.148628,92.563561,6.850029,107.418956,pomegranate
37,15,39,24.290178,93.962567,6.665712,112.884708,pomegranate
17,27,38,19.248321,87.393698,6.210546,103.76788,pomegranate
23,12,37,22.005987,89.418537,6.089422,111.196782,pomegranate
37,25,38,23.211095,86.519802,5.721541,105.184406,pomegranate
35,14,35,18.921967,93.58745,6.577432,103.798017,pomegranate
28,20,41,19.632313,93.64403,6.025927,110.411975,pomegranate
15,17,38,21.804391,85.727363,6.843223,103.266712,pomegranate
31,26,40,23.186182,91.618603,6.104401,112.132878,pomegranate
22,21,42,20.652691,88.027676,6.280888,112.269452,pomegranate
38,20,41,24.322915,85.985469,5.894534,110.6335,pomegranate
35,27,39,18.625379,89.377815,5.892249,104.367947,pomegranate
34,11,43,20.993684,90.960639,5.652409,105.060386,pomegranate
17,29,43,21.217429,87.236025,7.086874,105.168949,pomegranate
19,21,44,18.026812,87.381248,7.095361,102.56629,pomegranate
17,21,43,21.339769,94.945643,6.654592,101.111124,pomegranate
39,18,37,21.905154,88.043076,5.646978,100.021425,pomegranate
26,26,40,24.994451,87.868466,5.976774,102.396242,pomegranate
19,15,42,24.340298,94.750872,5.894892,113.219463,pomegranate
23,12,43,22.452739,86.647309,6.230713,104.308865,pomegranate
33,19,44,18.383215,88.550153,6.31923,107.547003,pomegranate
22,24,43,24.571035,93.050934,6.945986,108.25818,pomegranate
35,16,38,20.218391,89.673873,5.985485,114.424172,pomegranate
22,11,40,18.399694,86.105432,5.872962,106.965254,pomegranate
25,25,42,20.984228,88.337042,6.037997,111.609926,pomegranate
16,10,42,21.340025,86.308811,5.900462,113.987559,pomegranate
36,24,39,21.642265,94.752445,7.14181,103.229036,pomegranate
35,13,37,22.732651,89.050011,7.083625,101.335146,pomegranate
27,28,44,19.095704,88.666377,6.552506,102.390923,pomegranate
39,28,36,18.848088,85.854085,7.046054,102.904357,pomegranate
25,18,40,18.502147,87.267586,7.083534,113.626152,pomegranate
34,10,38,22.395711,87.751902,7.046297,109.508342,pomegranate
16,28,44,18.543987,90.323602,6.015719,105.892586,pomegranate
19,21,44,21.521508,85.829146,6.554002,105.103345,pomegranate
36,18,36,19.337739,92.687642,5.951499,111.508501,pomegranate
20,16,39,24.602371,94.317314,5.851682,105.373286,pomegranate
18,20,39,24.305321,94.300054,6.152065,107.376069,pomegranate
37,26,35,20.240417,89.217742,5.890518,102.993574,pomegranate
15,22,37,18.36643,87.309793,6.863254,112.772338,pomegranate
27,18,44,19.403953,87.153593,5.996174,102.59136,pomegranate
24,28,41,20.883626,94.344108,5.582389,103.154143,pomegranate
29,22,35,20.821271,91.49154,6.68672,109.572099,pomegranate
23,11,39,18.901281,94.476237,6.30779,104.758888,pomegranate
34,19,38,23.683774,93.671522,6.644114,100.704466,pomegranate
29,25,36,19.600695,93.824951,5.534207,111.290907,pomegranate
26,18,35,23.735788,88.598249,6.419302,110.15951,pomegranate
32,29,40,20.798037,94.537036,6.591587,104.472255,pomegranate
18,26,38,22.623288,89.708164,5.838181,109.025299,pomegranate
16,18,40,21.052329,92.486722,6.907472,111.568646,pomegranate
15,13,40,24.543754,93.349568,6.932309,104.548123,pomegranate
25,19,36,18.217477,94.469029,5.909211,103.599234,pomegranate
17,28,40,22.669258,94.115769,6.087554,109.32261,pomegranate
81,74,53,28.833842,78.506427,5.876811,106.006633,banana
80,76,47,26.252415,83.059058,5.779674,95.74564,banana
100,91,47,25.392681,78.564047,6.247652,106.520716,banana
112,93,52,28.019015,79.933416,5.540069,119.529659,banana
95,73,51,26.421441,80.857783,6.086768,103.371895,banana
113,76,49,27.688461,81.636247,6.283972,101.844218,banana
105,73,54,26.915294,82.295214,5.520341,96.155614,banana
99,91,50,29.649352,79.837969,5.990449,93.592404,banana
112,76,53,29.554121,84.433101,6.02023,110.312814,banana
111,73,51,25.17149,79.975661,5.654843,95.487688,banana
94,80,51,25.372142,80.036918,5.682625,107.219255,banana
105,83,52,26.678046,82.651066,5.932767,104.525535,banana
105,70,51,28.092926,78.098471,5.585794,92.728063,banana
116,87,46,26.783616,80.92483,6.335572,91.309828,banana
89,92,45,26.006996,84.590242,6.113402,97.850141,banana
82,70,47,29.407429,79.159137,6.220333,117.548551,banana
96,74,50,29.540418,83.043744,5.56583,110.777184,banana
102,92,46,27.670181,83.794627,5.910024,104.459848,banana
82,76,48,29.725612,77.826674,5.960869,110.139133,banana
86,82,52,29.334276,81.262593,6.169054,93.788504,banana
117,73,52,26.324082,84.335931,6.21996,112.614411,banana
88,81,51,28.849868,76.039594,6.462365,116.70662,banana
90,90,50,27.309032,78.144341,6.080969,111.896674,banana
96,85,51,28.555609,75.519661,6.359748,103.747599,banana
90,76,49,29.434158,78.783476,6.249726,92.904562,banana
99,94,52,26.052642,80.014415,5.733625,102.286828,banana
111,89,47,29.611117,80.925682,5.879924,105.058067,banana
104,83,49,27.524664,76.764119,6.312733,106.25281,banana
85,89,54,29.736534,78.690177,5.635517,105.551989,banana
84,93,46,26.263829,79.066365,5.883164,113.839887,banana
98,74,47,27.545567,76.474539,6.111656,106.972419,banana
108,93,54,29.730378,77.447156,5.631565,99.068301,banana
115,94,53,25.550089,84.47428,5.923358,90.279309,banana
97,71,50,26.69277,79.734349,6.11317,116.064033,banana
106,80,53,29.527911,76.1976,6.031933,98.535359,banana
81,86,53,25.814513,83.124137,6.353396,117.430213,banana
90,92,48,27.76169,75.505075,5.543881,111.611196,banana
97,76,46,28.349767,75.004015,6.305891,92.377488,banana
87,79,49,26.774976,78.207122,6.463916,109.24739,banana
80,80,53,26.507281,75.945563,6.258385,108.180415,banana
102,71,46,28.112747,77.078238,6.00407,106.346451,banana
91,93,53,28.611868,75.779939,5.60613,104.78344,banana
86,94,46,27.437339,78.641211,6.139386,93.871092,banana
97,76,53,25.202929,84.137275,6.332994,98.927121,banana
111,70,54,27.632975,78.03281,5.862583,91.992161,banana
119,70,51,27.21368,84.489162,5.746,105.962605,banana
99,87,45,25.968946,77.145648,6.238151,95.674161,banana
102,75,53,29.710927,80.18493,5.852309,97.021733,banana
81,76,51,27.668085,84.440413,5.896277,110.8159,banana
99,82,47,27.274754,79.70785,6.206643,118.2192,banana
93,71,49,27.722307,76.684406,6.260465,119.547873,banana
117,74,53,28.522468,79.538466,6.040611,115.488005,banana
99,79,49,27.895649,76.890777,6.400908,110.225608,banana
105,72,51,25.604803,75.786977,6.027311,102.083566,banana
103,72,49,25.873934,84.871001,6.06115,110.623106,banana
93,72,54,26.431295,79.238082,6.149864,90.740919,banana
112,83,47,25.30804,76.624984,6.395034,110.580727,banana
89,71,51,27.862039,79.045195,5.863611,96.504428,banana
106,94,46,27.985583,79.241851,5.946689,97.624418,banana
113,82,50,26.523805,76.818085,5.58591,111.423574,banana
87,87,48,27.078874,79.691775,5.867709,93.018599,banana
92,86,51,26.431122,79.601026,5.693447,96.311162,banana
80,92,47,26.137669,77.796014,5.627408,109.177886,banana
83,73,51,26.698303,82.079478,6.057425,97.680635,banana
106,72,50,27.185741,77.678736,6.104005,116.140008,banana
119,85,49,26.126036,77.570961,5.979455,101.018331,banana
116,79,48,26.917673,83.366202,6.150788,108.425066,banana
93,90,45,29.353986,80.127499,5.89825,104.915018,banana
106,70,53,27.233698,78.429665,5.638246,103.183961,banana
99,80,51,27.104483,84.614176,6.099278,114.224338,banana
84,79,48,27.847412,83.611135,5.578338,92.177244,banana
114,75,51,27.714391,83.328936,5.625089,93.893489,banana
102,93,49,26.634711,81.066893,6.430449,115.107835,banana
119,70,46,28.047339,83.205764,5.785244,97.176333,banana
111,71,48,27.529046,80.603487,6.228615,100.645372,banana
104,84,50,28.202416,77.594492,5.584649,93.57815,banana
88,82,53,28.506467,82.890406,5.850976,102.139612,banana
95,74,45,27.95458,84.892167,5.66683,91.400545,banana
111,76,53,28.519683,84.456735,5.908927,109.859095,banana
98,85,49,25.943161,80.078974,6.028584,114.318115,banana
109,86,46,28.603081,80.003052,6.3941,117.596128,banana
82,90,45,26.835848,80.423,5.648101,112.389414,banana
80,74,50,28.571938,84.166431,6.205497,110.153378,banana
95,70,46,27.672773,81.751299,5.917448,111.92037,banana
100,71,46,29.199991,82.249127,6.394762,93.526717,banana
119,75,45,29.987115,77.810739,6.168019,95.300469,banana
103,92,48,28.35127,76.879036,6.124795,100.093511,banana
88,77,46,29.509581,78.971869,5.745279,103.452235,banana
92,88,54,27.190168,83.610334,6.065863,94.71707,banana
107,82,51,29.448437,79.404346,6.401178,112.52007,banana
99,85,48,29.917986,81.673512,5.543847,99.798657,banana
104,71,45,27.250121,78.326902,5.938299,97.880799,banana
86,87,50,26.000771,78.195894,6.091808,92.16688,banana
85,71,53,28.762046,82.533129,6.216325,110.081563,banana
99,86,45,28.107322,82.778777,6.000358,100.7254,banana
91,86,51,29.354838,78.423341,6.269772,106.840675,banana
115,83,50,27.889385,82.493154,6.46469,92.206901,banana
82,93,50,28.074515,79.824236,5.593657,113.042681,banana
109,77,48,29.189207,75.723573,6.381105,97.699851,banana
103,93,51,27.072149,81.895342,5.84398,98.317752,banana
39,30,31,30.197607,45.491608,4.577642,96.083625,mango
34,25,33,27.300839,48.667521,5.092676,93.945459,mango
16,34,27,35.30077,49.258932,6.96381,96.081168,mango
38,15,32,35.127456,46.397206,4.740315,93.491452,mango
38,25,30,28.270135,45.007895,6.52535,86.751491,mango
30,33,27,32.987456,45.786986,6.009388,88.278634,mango
33,21,29,32.394875,46.712734,6.354095,91.052807,mango
31,18,31,28.153693,49.253565,5.118015,99.967505,mango
21,32,33,28.767972,51.138459,4.719294,92.830742,mango
32,28,31,29.542868,48.780249,4.757365,99.380456,mango
27,29,27,29.919944,48.342153,4.564356,91.820957,mango
35,32,30,31.099515,45.308246,6.698011,85.260204,mango
38,24,28,35.317966,45.24391,5.953562,95.97865,mango
20,23,31,33.544181,45.007169,6.842134,88.290507,mango
20,20,25,28.107469,54.863499,5.288042,87.306022,mango
17,29,33,29.312571,45.209095,5.057725,86.130314,mango
17,23,27,31.643513,47.534938,6.851343,103.118879,mango
29,22,28,30.706671,52.275793,5.629097,102.134599,mango
38,21,30,27.855509,47.00469,5.533664,89.124054,mango
36,18,29,32.451293,51.918639,5.457673,102.381981,mango
29,23,25,31.182205,53.207358,6.036353,101.643249,mango
27,17,25,29.728976,51.979905,6.47565,90.915057,mango
27,23,29,29.082138,46.363711,4.991721,86.106648,mango
19,15,31,29.847379,54.731447,4.984293,91.916571,mango
23,15,33,27.28795,54.401798,6.730186,95.710438,mango
28,28,28,32.825001,45.447684,4.635119,94.144608,mango
28,32,26,34.403831,47.100473,5.485209,91.332049,mango
25,18,30,34.214783,49.41534,5.726534,101.975352,mango
32,24,27,34.964341,50.770204,5.052869,90.382395,mango
35,15,34,28.173165,52.960685,5.486938,94.844324,mango
37,23,30,27.443697,45.023475,5.112,98.611662,mango
18,17,29,32.830533,52.12072,4.946127,86.591763,mango
38,20,33,34.771423,52.725226,4.922084,101.436029,mango
34,26,28,29.362577,46.218892,5.774393,96.705218,mango
23,24,28,32.769055,54.012592,4.909801,92.628176,mango
18,27,32,35.387215,47.788719,6.875528,86.265253,mango
30,16,33,31.768282,51.693484,6.578935,88.006212,mango
15,32,28,28.16081,49.684612,5.995765,85.619412,mango
21,15,29,35.0559,54.826524,6.092619,88.232754,mango
37,25,26,35.29554,52.574691,6.329263,99.183614,mango
20,19,31,28.977505,49.386717,6.455005,100.67905,mango
26,30,33,32.892982,47.284259,5.185029,91.296823,mango
17,20,27,31.097959,54.084375,4.761201,99.405358,mango
32,16,34,32.11625,48.637255,6.391346,90.147309,mango
32,15,33,31.033538,51.366929,5.053095,98.541474,mango
34,24,31,31.106933,53.940914,5.744673,101.836174,mango
35,23,27,30.654739,53.262174,5.069081,95.488727,mango
35,22,31,29.210684,46.092794,6.485961,86.979372,mango
21,32,28,35.757408,54.797343,5.17069,85.819564,mango
32,24,26,33.367705,45.311749,6.675492,87.773051,mango
18,18,34,33.238524,53.013715,5.494087,91.726255,mango
20,24,30,32.685974,47.571185,6.871635,88.39517,mango
39,15,29,30.000311,49.491234,5.926661,93.711783,mango
25,29,31,34.499442,47.49959,6.023821,96.703896,mango
24,24,28,28.2766,47.138012,4.763784,98.661392,mango
31,34,32,27.468413,53.842452,6.656688,93.866406,mango
29,34,30,35.147896,45.830388,4.97763,93.815099,mango
29,31,34,30.499663,45.474156,6.502929,97.087614,mango
19,24,32,33.933706,49.996184,5.263036,104.474852,mango
31,23,27,33.579927,47.421834,4.929275,95.596678,mango
22,27,26,32.89447,47.832965,4.500607,87.538721,mango
38,32,27,34.005347,51.085716,6.927262,92.472113,mango
32,16,28,35.674359,50.389809,5.219699,87.405419,mango
32,27,28,35.558472,45.222028,5.25931,103.42139,mango
23,20,30,34.414216,46.031468,6.857552,100.901458,mango
19,29,28,30.620652,52.832901,6.906962,87.533117,mango
25,24,28,30.268702,45.522687,6.213847,93.724288,mango
19,31,33,31.377525,47.984507,6.095232,90.763043,mango
20,29,25,27.852916,45.067882,4.882358,86.3798,mango
39,20,26,29.168966,54.361256,5.800401,92.296362,mango
36,22,28,28.865543,48.777968,5.291711,98.546079,mango
22,26,25,28.721602,49.074053,6.842373,92.54504,mango
31,20,26,27.526829,48.054135,4.894153,88.480209,mango
34,15,30,30.415152,50.0655,5.907076,91.267354,mango
22,29,33,28.733235,45.976188,6.74449,91.997909,mango
28,22,26,32.303985,50.251409,5.007484,94.037381,mango
34,26,25,31.932193,52.027383,6.481759,97.582352,mango
18,29,31,27.219842,49.117477,5.332376,98.388241,mango
20,26,34,34.180221,54.214577,6.946265,85.213403,mango
30,23,33,29.266332,54.810295,6.03427,100.870748,mango
17,18,32,27.197879,53.16878,4.534873,98.142377,mango
24,27,31,30.082277,46.079624,4.674115,96.77872,mango
28,29,30,30.802012,48.980872,4.566117,91.711144,mango
39,32,28,32.290159,53.472967,5.603186,85.359157,mango
16,25,34,33.238886,45.709162,4.973402,100.426463,mango
36,27,31,27.255037,53.285303,6.470688,90.180703,mango
32,19,25,28.810229,46.786289,5.34437,93.36899,mango
27,24,27,27.262536,51.051016,5.489362,90.973443,mango
36,29,33,31.454845,46.309313,6.240554,89.121476,mango
26,16,33,28.133466,54.030975,6.660577,94.291655,mango
33,27,33,30.886246,52.858085,5.656142,103.819316,mango
27,24,32,34.394199,50.544891,4.949495,94.355165,mango
39,30,33,27.295429,49.678595,6.116553,101.600654,mango
16,32,30,28.775826,48.172552,5.204824,95.617181,mango
16,18,33,28.193436,47.333963,5.633427,95.342418,mango
34,23,32,32.565117,46.130997,4.890829,93.740675,mango
24,29,30,30.493198,46.707603,5.067093,96.51002,mango
25,25,26,32.966156,53.525387,5.144849,94.830285,mango
39,21,30,27.811761,51.06015,4.724079,104.184709,mango
32,30,32,32.307561,49.499128,6.645933,104.136713,mango
27,143,200,26.305062,82.272414,5.709288,65.037197,grapes
21,132,198,23.248498,84.903241,5.850272,69.521829,grapes
18,121,202,27.403228,83.803524,5.649863,70.718288,grapes
21,125,195,12.431585,81.546341,5.616879,74.858584,grapes
22,123,196,27.98191,80.320218,6.362434,74.614997,grapes
21,131,195,29.784148,82.06963,5.770058,67.068371,grapes
31,130,196,31.429709,82.825361,6.358672,66.174759,grapes
34,136,196,31.623905,82.207736,6.444985,66.416114,grapes
31,129,204,19.219146,84.81093,6.401486,67.703832,grapes
35,144,197,22.850424,82.600904,5.794931,65.152648,grapes
20,127,199,13.817484,84.366272,6.204911,65.852005,grapes
31,136,204,8.10271,81.239662,6.427791,74.321339,grapes
33,139,195,25.471778,81.157915,5.681218,73.103033,grapes
18,131,204,14.31829,84.889967,6.494288,70.556172,grapes
19,127,199,18.517024,81.403178,6.47223,66.533648,grapes
33,120,200,39.142062,81.43967,5.685526,71.516798,grapes
32,137,198,16.574882,84.779594,6.4233,69.573166,grapes
36,131,199,13.32994,82.13203,6.037417,65.225043,grapes
26,139,201,29.595338,84.547777,5.518032,70.570476,grapes
34,133,198,12.632519,84.437815,5.970762,73.781152,grapes
29,136,203,30.411289,81.990274,6.013633,73.030455,grapes
24,129,195,39.095871,80.455182,6.148209,69.131945,grapes
25,136,195,28.185997,83.860159,6.328213,66.705304,grapes
37,136,203,24.499544,82.710167,6.419038,73.999095,grapes
26,126,198,21.183987,81.434334,5.76858,73.610629,grapes
16,136,196,19.7132,80.307715,5.769974,72.684211,grapes
37,125,199,23.991018,84.367877,6.262799,70.130772,grapes
31,141,195,21.698261,84.536216,6.240313,70.428414,grapes
28,128,200,30.283029,82.091815,6.214153,73.612322,grapes
18,131,199,31.373803,81.249337,6.140251,73.774892,grapes
25,142,204,11.60713,81.165266,6.45038,74.583277,grapes
17,120,196,41.864435,80.899998,6.002548,73.484177,grapes
15,135,197,37.319387,81.417306,6.186756,71.742196,grapes
20,120,199,17.832567,84.044889,6.300364,69.57024,grapes
30,135,203,22.450082,81.377233,5.765035,70.361923,grapes
26,131,195,32.432527,81.068683,5.696954,69.127583,grapes
20,134,198,23.262999,82.685847,5.703536,66.557516,grapes
37,130,199,9.210813,82.489882,6.05417,70.588409,grapes
32,124,197,35.564836,84.735853,5.635933,69.976496,grapes
20,121,198,12.885379,83.549665,6.033725,66.438345,grapes
15,140,196,28.611366,81.68461,6.085486,68.156536,grapes
17,125,196,22.552658,83.291419,5.763806,65.120699,grapes
27,135,204,28.042007,82.355863,6.073402,74.279006,grapes
35,128,197,16.929543,82.522105,6.244049,70.032192,grapes
16,138,203,17.842927,83.320629,5.926592,73.891194,grapes
36,133,201,38.03389,82.478585,5.813251,72.536661,grapes
20,129,203,32.63036,82.019055,5.714745,68.559684,grapes
22,124,202,16.570376,82.270837,5.885859,74.820774,grapes
24,121,195,28.085627,82.996818,5.918759,69.318437,grapes
16,132,200,13.084677,80.519197,5.623572,66.010282,grapes
30,124,197,13.901453,84.789177,6.354617,67.304948,grapes
23,125,199,8.666758,83.35684,6.023158,73.986389,grapes
19,140,202,12.32416,81.992796,5.670153,67.547205,grapes
21,133,199,40.222915,80.631851,6.473692,67.306386,grapes
34,128,196,37.168232,81.544304,6.158855,70.664437,grapes
26,132,202,10.984279,83.340903,6.395812,65.577882,grapes
18,137,199,21.720653,80.684833,6.00677,66.265453,grapes
26,139,197,24.34673,84.96008,6.18665,73.413568,grapes
25,139,195,12.17898,81.015353,5.901952,73.457449,grapes
23,136,202,27.9302,81.78621,6.077053,68.422656,grapes
17,144,196,10.459845,84.392654,5.801835,71.50297,grapes
23,129,197,19.663496,82.053502,6.220416,70.115362,grapes
38,121,200,27.863643,84.600985,5.549159,70.734996,grapes
36,126,203,8.647476,83.662273,6.433113,71.571977,grapes
25,121,204,23.990072,80.144984,6.189821,69.818373,grapes
18,125,195,27.52598,83.110147,6.005742,73.171021,grapes
36,135,195,31.637808,82.089996,6.065557,71.490806,grapes
23,142,196,30.831401,80.021798,6.424651,66.125041,grapes
17,128,198,15.286202,82.925608,5.942914,65.341756,grapes
22,140,201,32.645609,83.490585,5.810973,65.996639,grapes
21,140,204,24.790799,80.048502,5.640045,68.220806,grapes
29,121,204,20.412845,84.562921,6.280522,72.554373,grapes
30,135,201,29.376527,82.768641,6.486414,72.322906,grapes
34,141,197,10.849341,82.414472,6.014081,73.291818,grapes
26,134,200,9.298895,83.076074,6.328043,66.575005,grapes
29,134,196,12.197762,84.90026,5.893719,67.274217,grapes
19,136,201,29.880772,80.44003,6.393535,68.892664,grapes
22,131,198,37.361618,84.646305,5.803453,73.639358,grapes
34,143,197,27.616611,81.372723,6.324094,65.053242,grapes
29,128,198,29.926815,84.257422,6.109195,73.53173,grapes
21,132,199,8.395927,82.784061,6.161524,70.919144,grapes
33,134,195,11.959148,82.982373,5.774979,65.796451,grapes
25,133,198,32.494746,83.218853,5.832818,72.548725,grapes
31,135,200,8.387249,83.482536,5.876042,74.426097,grapes
35,134,197,14.926391,81.701924,5.976568,67.960655,grapes
27,124,204,11.669435,84.659721,6.413578,70.253605,grapes
33,130,201,19.579582,81.505795,6.07823,69.981297,grapes
29,127,198,10.852531,80.261382,5.753457,65.742469,grapes
17,140,195,30.404055,81.362789,6.371546,69.849923,grapes
22,132,198,27.186236,80.572664,6.496991,69.255559,grapes
23,137,198,36.331326,82.271354,6.219558,66.074532,grapes
36,138,197,12.939724,81.581462,6.476071,67.568316,grapes
26,120,198,27.424881,84.765623,6.016736,73.191073,grapes
28,121,198,27.568683,84.75297,6.35913,67.283556,grapes
20,125,204,36.990649,83.874417,5.892735,70.043807,grapes
26,126,200,9.036883,80.659052,6.38659,72.516798,grapes
25,132,198,33.186515,83.920936,6.263285,72.226117,grapes
20,128,199,19.246962,83.774701,5.829354,66.382321,grapes
24,144,197,28.813394,82.164865,5.571025,69.878766,grapes
32,132,203,17.823859,80.431246,6.436566,68.781963,grapes
103,24,48,26.148494,81.354188,6.291294,42.894213,watermelon
112,10,52,26.829895,85.277722,6.540029,49.220671,watermelon
93,16,51,26.957975,89.377646,6.862153,57.782611,watermelon
98,21,53,25.178852,89.617625,6.415786,52.021653,watermelon
108,28,47,26.238393,85.208156,6.268557,55.532137,watermelon
102,21,48,25.443822,86.173543,6.404911,43.967451,watermelon
118,17,52,25.233142,83.551318,6.407164,48.183933,watermelon
101,18,49,24.404357,84.960755,6.169104,42.522716,watermelon
117,20,51,25.205381,89.089809,6.63793,55.383397,watermelon
94,29,53,26.561845,81.721943,6.270963,45.712532,watermelon
90,26,45,24.2283,82.739149,6.199873,44.637192,watermelon
111,19,45,25.287968,84.078849,6.113945,53.522836,watermelon
108,23,52,24.000158,89.539208,6.814209,58.079634,watermelon
80,28,53,26.511657,80.932874,6.738778,59.198334,watermelon
107,19,54,25.328811,85.992936,6.476338,58.656924,watermelon
83,17,51,26.37572,85.830186,6.908918,58.839829,watermelon
82,15,45,24.98825,85.368682,6.910795,56.931086,watermelon
85,7,50,25.596354,82.663776,6.899453,58.547328,watermelon
96,27,48,26.21045,84.759422,6.122583,58.558684,watermelon
98,23,48,24.056643,81.005304,6.496219,53.799287,watermelon
93,22,51,26.111808,84.925219,6.914886,49.78393,watermelon
98,9,48,24.127003,86.335353,6.248536,46.083105,watermelon
110,13,47,24.507173,87.748584,6.129706,49.075075,watermelon
100,22,51,26.432162,80.447514,6.296441,45.602682,watermelon
85,12,48,25.565653,86.637045,6.381101,54.389405,watermelon
93,12,50,24.071149,80.797891,6.41797,58.858254,watermelon
108,7,53,26.196902,86.109465,6.820293,48.082197,watermelon
88,17,50,25.614979,85.650738,6.948705,58.044912,watermelon
115,25,54,24.295484,82.651233,6.495056,56.93069,watermelon
100,23,46,24.757241,87.317761,6.164734,47.027119,watermelon
90,13,52,25.103542,85.552633,6.099932,56.100354,watermelon
94,21,52,24.628983,88.84675,6.616224,48.574503,watermelon
87,28,52,24.624074,83.377108,6.809674,53.913553,watermelon
110,16,52,25.159481,82.112629,6.632677,59.520279,watermelon
92,16,51,25.624519,88.434278,6.761743,41.165944,watermelon
119,23,53,25.953593,88.562851,6.112383,46.954757,watermelon
115,10,45,26.364357,88.354862,6.162652,57.08692,watermelon
107,18,53,25.257748,81.93994,6.284853,50.10328,watermelon
101,25,52,25.7441,87.807855,6.191773,41.001291,watermelon
114,6,47,26.085957,84.094479,6.876314,45.959596,watermelon
80,12,50,25.127815,85.348728,6.876598,58.249701,watermelon
90,16,50,26.847337,89.986173,6.235407,54.539597,watermelon
95,5,45,25.381698,84.883349,6.02257,53.738548,watermelon
91,18,48,24.501403,84.071737,6.232273,50.69602,watermelon
87,17,46,26.012924,87.539377,6.110394,49.356048,watermelon
82,19,47,25.582873,85.17461,6.924354,50.981664,watermelon
103,15,54,26.331558,82.854053,6.84421,48.647927,watermelon
113,25,46,26.103423,82.90643,6.297493,45.926962,watermelon
109,10,45,26.145711,81.711847,6.104482,44.750322,watermelon
95,16,45,26.91172,87.160631,6.323194,46.373945,watermelon
97,20,46,24.566789,88.594346,6.256255,47.6039,watermelon
114,21,48,26.051099,80.196832,6.735643,49.740321,watermelon
112,28,54,26.727795,85.1217,6.360142,49.300706,watermelon
107,27,47,26.754579,88.151802,6.978856,57.605035,watermelon
91,7,46,24.87367,86.141837,6.80432,57.985006,watermelon
104,5,46,24.299179,83.633245,6.501351,40.867944,watermelon
93,9,51,25.392817,84.953176,6.427692,59.120394,watermelon
88,17,52,25.670533,89.290209,6.377968,49.273516,watermelon
83,20,47,24.480927,85.445313,6.53231,41.517433,watermelon
107,20,46,25.408305,87.203229,6.529436,47.909782,watermelon
